"username","description","verified"
"Mildyhilarious","#Trumpisim has amplified what the #GOP has always been: #FakeChristians #Greedy #Traitors #Hypocrites. Here for the #Reckoning. 🇺🇸♥️🇵🇷🐾🌈🎶🌎",FALSE
"BibiSnoopyRonja","2017: ich gehe stark und entschlossen meinen Weg",FALSE
"VoteAndLove","#Equality #BLM #TeamJustice,#Kirchnerd, #Leguminati. Vaxxed & boosted, No DM's, #18 USC §201 MF'ers, Vote Vote Vote!",FALSE
"MichaelGunn68","Cancer fighter. Husband, father, veteran.",FALSE
"chaturner","Born under the White Wings of the 11th Airborne.
Retired graphic designer and illustrator.
Extraordinarily Woke!                      
☮️ ♀️ 🌊 🌊 🌊 ⚖️",FALSE
"TrishPutnam","Counter Social - Trish Putnam @purpledolphin42 Designer, decorator, artsy/craftsy, beach bum, obsessive gardener, devoted hound dog lover",FALSE
"tommousk","Illustrator+Artist. An impatient socialist. Rugby union, Asian cuisine, cold beers. Pro- MMT + regenerative economics. Viva 🇵🇸",FALSE
"milica1727","",FALSE
"bruce79038687","if you voted, support, accept, endorse, TRUMP, don’t follow me I will block you immediately, he’s a racist, liar, scammer, thief, lowlife, con man, and more",FALSE
"CraigMoon14","Musician, tree hugger, loyal husband, father and grandfather. Crusader for truth, justice, and the American way. Loyal member of the resistance",FALSE
"NelsonForSenate","Bill Nelson is a fifth-generation Floridian and an independent voice that always puts Florida first.",TRUE
"indiana_nurse","",FALSE
"mom49of3","🗽🌊 #Autism #Democracy #Equality #Guncontrol #Metoo #DACA #Veterans #blacklivesmatter she/her/hers 🏳️‍🌈 #TheResistance",FALSE
"TeresaCronin7","Mother, Mourner, Wife, Grandmother. Masters in Education, Retired Special Needs Specialist. Art lover, novice painter. Nature is Kingdom. BLESSED",FALSE
"naturalbeings01","We only have and share one planet


Please help the wolves,all living beings,nature and the environment that sorrounds us",FALSE
"secretgcd","🇮🇪 Priority Blonde. Idealistic misanthrope. Atheist. Politics, 🎶, classic film, animal rights.  Alliance-approved magician. ☕️  Machensuchewörterbuchfreude",FALSE
"Sarah_White_77","Mostly Harmless Time Bandit & Unrepentant Geraldine.
Groucho Marxist.
Former massage therapist/nurse/SEIU delegate
she/they
from Chemical Valley WV",FALSE
"Raul49ers1","Im with the resistance trump and his Nazi party magats are a disgrace. Im not here to win a popularity contest im here to say fuck trump and speak my mind.",FALSE
"AnthonyClose","UF alum and resident of the Sunshine City. 🏗🏘🚌 Founder of @StPeteRising. Working at @NeptuneFlood. Supporter of @YIMBYStPete.",FALSE
"TerrySt54644680","",FALSE
"dwebbcmc","In the financial services industry since 1973. Have seen it all. Definitely liberal",FALSE
"aquariahu","The sum of my experiences/life choices. Grateful American, pro-liberty, democracy and equality. Advocate of critical thinking, lifelong learning and visionaries",FALSE
"buddhalmo","#stopfasism  #ImpeachTrump
Viking /Rebel ...Warrior /Buddha
dedicated to providing health and well being to all who live and breathe in our world...",FALSE
"CDB113","Honest, Integrity, Perseverance",FALSE
"DemagogueWatch","Fighting mad progressive tweets about the danger to democracy of racism, antisemitism & Christo-Fascism. I'm the mom in the pix. At the whale as DemagogueWatch",FALSE
"obsandi","Florida Democrat #Resistance ANTIFA HQ The battle for the soul of America. Never Forget 1/6",FALSE
"PewterPower","A Central Florida native. Bucs season ticket holder.",FALSE
"gonzo_30531","poshmark/@samipoo24.  FOLLOW @davelackie @scentlodge",FALSE
"marieaquamarine","Fighting evil by moonlight. | 🏳️‍🌈 | 🎣 | 🎮 | 🌊 | 🌵| #Dreamcatcher",FALSE
"Mike72Resist","Married for 29 years ❤️, Disabled. @Buccaneers, @TBLightning fan. USF grad.   #Resist #FBR 🌊",FALSE
"gstuebi","Retired high school English teacher, I’m 68 years old and just over 5 feet tall. My super power is that I’m invisible.",FALSE
"DanielleRaina","Women’s Rights are Human Rights! We cannot look away as our democracy dies… Now or never, we must stand together against the rise of fascism worldwide!",FALSE
"Madlisa1967","NY girl living in a Floriduh 🙄world! PLZ Send HELP 😛 🚫NOMAGATS 🚫porn 🚫crypto 🚫nonsense #IstandwithUkraine  #womensrightsarehumanrights ✌",FALSE
"thrunch","Navy Vet - otherwise just another person. Opinions are solely my own & subject to change based on facts, logical discourse, & thoughtful reflection.",FALSE
"FloridaVoice","Lawyer, life-long Dem #WearAMask",FALSE
"PLashley6","Florida Freethinker, Doesn't Obey Well. 
Volunteer of America, Sometimes Obscene. All Lives Matter 🌎 ✌ 
#FBR #PRU",FALSE
"IAmJoeTrudeau","Canadian historian, designer, photographer, Master Gardener. Mom to kids & pets. VAX x 5. Biden/Trudeau supporter. On Mastodon & post as @IamJoeTrudeau.",FALSE
"Jerri47","Romance Author, Chocolate Lab owner, #Widow #Armymom #Animallover #vegan",FALSE
"TraciMorrisonFL","I am open minded, but opinionated.  I am an optimist, but I'm not blind.   Facts & truth are my tools to stay sane through all the insanity! #FLDEM #UniteBlue",FALSE
"v_tired_mommy","I'm all lost in the supermarket. #BlackLivesMatter #FamiliesBelongTogether #Born1976 #MomsDemandAction #NoNRA #NoNazis #StephHead",FALSE
"tikimiki64","Ohana. 41-33, I like Turtles…and Spartans, It’s called Pork Roll, 10-9-8-76ers,",FALSE
"JamMastaJeff","There is more than one way of doing things. Opinions expressed here are my own.",FALSE
"judidancer","Judith M Kerrigan, author of two novels, (Betrayal by Serpent, In Crocodile Waters) now on Amazon, paperback & ebook. Visual artist, photographer.",FALSE
"TashkaTik","Fully 3x vaxxed +boosted 🇺🇸, native Floridian (it didn’t used to be like this 😒). 🇳🇱 🏴󠁧󠁢󠁥󠁮󠁧󠁿 🏴󠁧󠁢󠁳󠁣󠁴󠁿 🇮🇪.
Standing with Ukraine 🇺🇦👊🏻🌻.",FALSE
"RoryAlbert6","☘️Rory is my pup, Narragansett, breast cancer survivor, artist, Biden/Harris #mychoice Life is short/vaccinate/boost❤️Screaming Orphans 🇮🇪fan",FALSE
"jannetteshmoo1","",FALSE
"WeAreScrewed2","Husband, Father, Movie Lover, Horror Fan, Weird Feet",FALSE
"Paula_pi90505","Business Analyst; Corporate Observer; Michael Easton fan; #GH viewer.",FALSE
"ATLSAHM","Proud mom | baseball superfan |
Masshole by birth

I look up to you, but only because I'm short. Look for me in the background.",FALSE
"GregSoriano5","A Proud American! Whom loves his country! Who loves his family!Believes Right and Love should rule darkness! Also is absolutely stands with Justice and Liberty!",FALSE
"dfbscb","#Married #RESIST #VoteBlue #NoDirectMessages NO LISTS 🌵",FALSE
"lovella1975","Democrat since birth..
Love my country USA
spread kindness resist evil! Married
#ridenwithbiden
#GOPTraitors 
#nevervotedforhim
#TheResistance
🌊🌊🌊🌊🌊",FALSE
"ToryMBlue","Luttig: """"Donald Trump and his allies and supporters are a clear and present danger to American democracy.”",FALSE
"Robert_Han_28","",FALSE
"CBragg77","""""when injustice becomes law #resistance becomes duty """" make your voice be heard VOTE",FALSE
"dawna1957","liberal. 🌊🌊🌊 #resister #FBR. Author of post-Climate Change novel - Florida After The Rising. Available on Amazon. #ClimateChangeisreal #DeathSantis🇺🇦",FALSE
"Dem4545Diane","Pro Choice,BLM,Ukraine,animals & climate, Gun Laws,🏳️‍🌈,🇺🇸,I 🥰: democracy,lakes,parks,birch trees in winter,☕️,my dog Riley🐶,books and pizza.🌻🇺🇦",FALSE
"CarolPThinks","Protect our freedoms, people, environment and food before they are destroyed. Everyone has rights and millionaires do not deserve any more rights than others.",FALSE
"girlzinger","For expanding Social Security and Medicare",FALSE
"MzBeeToYou","Art Director/Illustrator/Fussbudget in Illinois. 
Democracy? I'm all for it.",FALSE
"RedMC6","1,000,000+ dead of Covid. Black lives still matter. So do voting rights, women’s rights, LGBTQ rights. Prosecute 1/6. VOTE!",FALSE
"Darby4Skye","I’ve seen enough. That’s it. That’s the bio",FALSE
"KadeemBlanchard","Full time Accountant in Federal & State campaign finance. Part time Soccer Player ⚽ 🇦🇬🇻🇮",FALSE
"ABRAXAS_Adu","You have stood before me frozen inside from the exertion. You questioned, berated me, made love to me, prayed with me. Called me father.",FALSE
"McMullenThelma","Jakelin Caal Maquin,
Felipe Alonso Gomez,
Jazmine Barnes,
Angie Valeria et 

VACCINATE/BOOST

#StandWithUkraine 
🇺🇦🇺🇦🇺🇦
PROCHOICE
#NARAL
#VOTEFORDEMOCRACY",FALSE
"AlFresco2020","Trying to stay on top of this changing world. VetsVote #sanity #veterans #USArmy Citrus County, Florida",FALSE
"summer7570","Retired library media specialist/teacher preK-8. Internbkteller Married to ptsd Purple Heart Viet vet yrs! 3 grandkids. Proud Democrat #neverDeathDeSantis",FALSE
"tabithia201","Redsox fan love animals. Shoe 👠 freak. So sick of republicans. vote them all OUT. Republicans =death.",FALSE
"realtalk777","Lover of life and all it's pursuits, knowing I can do all things through Christ is so nice. Navy vet, Background is me in the 80's after a jog in Cairo, Egypt",FALSE
"Phil_Buck","“I’m just ‘bout that action, boss.”",TRUE
"briankemp280","us navy veteran, father,husband son and brother",FALSE
"calypsoreno","#VotingRights #WomensRights #BlackLivesMatter #Vegan #VoteBlue Warning: These hashtags might cause you to become triggered. If so, seek help immediately.",FALSE
"holmw49","Proud liberal. We have won. Anti-NRA.",FALSE
"home_made_man","Cohost - EP of The @johnnybshow & idiot savant @ #HMBradio. Here until I get banned or sellout. 🤳: (813) 693-2124",FALSE
"MadeiraBeachFLA","Official City of Madeira Beach",FALSE
"ProdigalSonWon","so close to the big one I can taste it....",FALSE
"surfleft","mother, nana, sister, wife, girl scout, love the ocean, Becky Herbst fan, love Liason. #TheResistance NEVER GIVE UP #BLM #LGBTQ+",FALSE
"ChronsterSRQ","Raiders, Lightning, AWS, JavaScript, volleyball, dogs, and video games.

'Dream as if you'll live forever;
Live as if you'll die tomorrow.'
--James Dean",FALSE
"SarasotaDems","The official Twitter page of the Sarasota County Democratic Party. Likes & RTs ≠ endorsement.",FALSE
"laxietoo","Sports fan - Phillies, Eagles, Michigan FB and Gopher hockey, geek, gardener, chocoholic, nasty woman!  https://t.co/UszAAjIoQq -- Net neutrality info",FALSE
"AmericanMOM01","",FALSE
"artsycarol","Joe Biden and Kamala Harrison are working for the American people. Wisconsin needs to work to rid traitor Ron Johnson. No dms.",FALSE
"SavePublicEduc","They tried to bury us,
They didn't know we were seeds.",FALSE
"montoya_cathy","Thanks to all the Americans who cared enough to correct the worst mistake in history. America can recover. All of us together can make it right again.",FALSE
"larryfd","Since the GOP is all in with Trump I will be doing everything I can to get them all out of office. Vote straight D.",FALSE
"VanceBullivant","Kindly learn the difference between """"its"""" and """"it's."""" They are not interchangeable.",FALSE
"toskita","A drop of lies can contaminate an ocean of trust (Gutenberg library)
❤️Reiki practioner 🙏🙏",FALSE
"BlueWaveNov","When you’re accustomed to privilege, equality seems like oppression.",FALSE
"AbbottLawyer","Lawyer. Progressive. Marine Corps veteran. Faithful husband to Kay, whom he doesn’t deserve.",FALSE
"MichaelJGolub","#Resistance ✍️Ballots! #AbolishElectoralCollege #DumpElectoralCollege #BLM #SocialJustice #UniversalHealthcare #IncomeEquality #MeToo🏳️‍🌈 🚫$DMs!",FALSE
"wenvenice","Just a girl with a growth mindset.",FALSE
"MSudsie","Cold War Army Veteran. #freeWIvoteBlue. Vote out Ron Johnson",FALSE
"Debbie_Gust","Life is like a box of chocolates You never know what you'll get, till you get one💙  #TrumpsInsurrection #VoteBlue #PutinsPuppitDJT",FALSE
"JayQPublic","NSFW
First To Block Loses.
Faith is the bastard child of trust and gullibility.
Beliefs are what the ignorant have,
before they get an education.
Do Not List Me",FALSE
"Angelux1111","Animal Rights 🐘🌸🐘 Climate Crisis",FALSE
"LAVeganNative","Animal lover, activist, vegan & 4 x cancer survivor ~ Where ever you go... there you are. Going day by day... so let's see where it takes me! ~ Namaste.",FALSE
"MiepBos","I am an artist from Lelystad, NL. (See photos). I favour organic food and not GMOs. 5G is a danger for all +the globe. My other website is https://t.co/rCAfLuHEh1",FALSE
"Ritarebel64","""""Keep your friends close but your enemies closer.""""💙 
#BLM #TeamJustice #JusticeMatters ⚖ 
#WaterIsLife 
No DMs
She/her
No Lists",FALSE
"mbpuskar","RIP Wiley Roo 2006-19 🐶❤ @Maryland_PPC #WorkingMan (he/him) #ChildrenFirst #MustLoveDogs #FckCancer #VetsFirst #MMIW #BLM #WWAD 'And I Believe in Love Power'",FALSE
"CherylCharette","FineArtAmerica:
https://t.co/SPjoczNDSY",FALSE
"kerriLittleFis1","Yellow Dog Democrat / Cherokee Indian. Love makes the world go round. Put a little love in your heart. (🚫DM)",FALSE
"lorrelaii","",FALSE
"CherylBozarth","Climate/Biodiversity/BSc ENCS Conservation Bio & Mgmt UofA/ Intersect Ecology, Conservation & Education thru Advocacy & Fine Art also @BozarthArt & @mastedon",FALSE
"ednamaemae","wife/mom/nurse/friend/packer fan for life. #UniteBlue. Opinions are expressly my own. Fight for Breast Cancer Cures. From Shithole USA.",FALSE
"anselmonadir","We are all pearl fishers ..one way...,
or another ;)

Pearl fishing,... #Music,#Nature etc.",FALSE
"my2twh","America pick a torch I am Pro-Democracy #GunControlNow VOTE IN EVERY ELECTION democracy is a lifetime commitment",FALSE
"Democrat4US","#Democrats 🌊 #VoteBlue #Resist #DemVoice1 💙 Was Licensed Aide #Healthcare #Hospice #Health #Breastcancer #Cancer #TruthMatters",FALSE
"jessicapmullen","Russia is state sponsor of terrorism.XHealthcare.Vegan.Animal lover.Married. Country over Party.Facts.Rule of https://t.co/QPEw3Zps7B Press.Independent.",FALSE
"Gladdasa","Environment - IT - Organic Farming - Politics // Tweets (fi/en) about my surrounding, RTs miscellaneous, Pls no sex, Gladdasaatgmaildotcom",FALSE
"namd1990","BLACK LIVES MATTER                Healthcare worker/voter, son/brother/uncle/friend, dog/cat dad, L(G)BT, amateur cook & baker #RidinWithBiden",FALSE
"zenera","Έχοντας συνειδητοποιήσει αυτό 🏛Hiis rebus cognitis...🌿  Buy the Maserati now  🌿   #FBPE🇪🇺🇬🇧",FALSE
"AttysTrialGroup","Since 1988, our team of personal injury lawyers has been committed to seeking justice for Florida families. #MartinezManglardi",FALSE
"GUSTAVOADOLFOHR","⭐️Alcalde de Fómeque Cundinamarca, período 2008-2011. Trabajar, trabajar y trabajar. Sin miedo al éxito. IN GOD I TRUST ⭐️",FALSE
"Socratic1","Wife, mother, grandmother American freedoms are never guaranteed. #Resistance #DemCastUSA #ArizonaDem #TeamPelosi #VoteBlue #BidenHarris #IBlockTrolls",FALSE
"CaravaggioGhost","Every moment is a fresh beginning. – T.S Eliot | #TheResistance | #VotingRights | #VoteBlue | #FBR | I Follow Back | Views are my own | No DMs ✌☮️🕊️ #Boosted",FALSE
"whistlincat","☮️🌹✴️🎼*~Cry in the dark, fly through the night~*🎼✴️🌹☮️ #BlackCatsMatter #AdoptDontShop #Cats #BlackCats #mssucks",FALSE
"profpolitics","These are my personal comments and do not reflect the opinions of my employer.
RTs or Favs Do Not Mean Endorsements.",FALSE
"PoormanEd","all around good guy with good people all around me. #TheResistance #FBR #NebraskaDems #BlueWave2018 #IAmTheResistance #GunReformNow #WeCallBS #NeverAgain",FALSE
"JohnSiegman","Delivering the best risk hazard solutions and a Fun Cars dealer. https://t.co/Z1Y62q96Ci",FALSE
"hayth_doyce","",FALSE
"DMDeDionisio","Playwright/Director - Screenwriter - #WeThePeople #TeamPatriot #ImpeachTrump #BlueWave2020 
#WeAreThePatriots #VoteBiden/Harris2020",FALSE
"PureSalvato","Everyone needs a dragon friend. #GoodTrouble   #NastyWoman Paying It Forward & Dancing in The Streets.
🇺🇸🇬🇩",FALSE
"indivisiblegnv","Welcome to the Indivisible Gainesville Twitter Group! We welcome you and congratulate you on taking the next steps to unite and resist the Trump agenda.",FALSE
"dominic_lyon","Maryland resident. Proud Democrat. #TheResistance ✊🏾✊🏾✊🏾 #BidenHarris2020 #DCStatehoodNow #BuildBackBetter #VotingRightsNow #IStandWithUkraine",FALSE
"cruisingqueen98","GET THE RUSSIAN AGENT OUT OF OUR WHITE HOUSE!! A Jersey girl living in a Florida world! #FlyEaglesFly🦅🦅🦅 #GoPhils⚾️⚾️⚾️  KAMALA 2020",FALSE
"denhamon","Secular #Humanist at heart, #Transhumanist in vision. Computer Engineer #Impeach45 #PompeoResign #ImpeachBarr #resist",FALSE
