"username","description","hand.label_simplified"
"BenjaminCorrea","Hijo, Esposo de Ana Carolina, Padre de Etna, Sebastian y Sofia. Deportista. Fanatico de Los Tiburones de La Guaira!!! Ing. Geologo UCV!!!","other-int"
"JV3MJD",".","other"
"RebeccaJill13","I'm a Tampa,FL native in North Carolina. I love information of all kinds. I love sports: all Tampa teams, Arsenal, USM/WNT Soccer, Cubs and ACC basketball.","other"
"Borramania","Illustrator, designer, father, husband, wacom pen evangelist, sports nut, 80s hair band fanatic, wrestling junkie.","other"
"SaltyScoops","#saltlife #emeraldcoast All things #salty #pirates 🏴‍☠️ #beachlife 🐬🐳🐚🌊🐠🐢🦀🌴🐎🥏🏹🌷🍕☕️ 🎭🎨 🌺","other"
"RayvzBlanca1","age brings judgement. democracy matters. life is more than winning trophies. humanity is family. animals have rights.","other"
"OCPDomin","31, Bitter, Trans-Masculine Nonbinary, Artist-ish. amateur naturalist, Zoider, Leftist, shapeshifter. Occasionally NSFW! 18+ only.  Art is @OcCiputParanoia","other"
"gramma61","Progress : any path of learning and action that moves in the direction of reducing threats/missed opportunities and increasing our capacity to deal with them.","other"
"tanyasmith67","Scots & sweary. MSc Criminal Justice Studies & PGCE","other"
"BWaas14","Attorney, father of two, husband, diehard LFC and canes fan.","other"
"GonzaloContento","Retiree working as Software Engineer, Entrepreneur by necessity, Philosopher on demand & Photographer on the weekends. I’m a parody of myself!","other"
"Ohnoriorun","For the Filipino people.

#StarveTheTrolls","other"
"McKibbinGroup","CDO, McKibbin Group, Inc- international health care consulting firm. Father-in-law to an Army SSG. Father of an Army 1LT.","other"
"MinisterWWoods","A right now word for a right now people!                    2 Timothy 4","other"
"EdMontanari","Father to Jackie and Matthew, Grandfather to Will, Henry, and Harrison, retired American Airlines Pilot, Air Force Veteran, Member St. Petersburg City Council.","other"
"PinellasBiz","Welcome to the #IdealBusinessClimate! Learn how we can help your business grow at https://t.co/JpYXPUaa07.","other"
"penelope_writer","It's no use going back to yesterday because I was a different person then. ~Lewis Carroll","other"
"kwgeorge","Witty, often messy, clumsy with glimmers of class, pain in the ass to have around but missed when I’m away, much like our 43rd POTUS (but a little more left)","other"
"in_my_hands32","""""Truth will ultimately prevail where pain is taken to bring it to light.""""-George Washington","other"
"tellitall123","Always seeking the truth","other"
"C_S_Lang","Chances are I'm not writing at this moment, but I'm thinking about it","other"
"Serve2Protect","Our Mission is to work with you in taking care of your year-round home needs. Peace of mind while you are away. Peace of mind and support when you are at home.","other"
"EQUALGroups","EQUAL supports civic action to protect equal rights, and elect Democrat candidates, national and local. Follow us on FB. #VoteBlue2022 #BlackLivesMatter","other"
"toddpi","#FBR, #BLM, #LGBTQ, Joe IS my President and Kamala my VP
I follow back.  Joe won and  I will keep following all my followers. ❤ I got my vaccinations.","other"
"tadrow","You don't know me, I don't know you.

– Harlan Ellison","other"
"vishramrm","https://t.co/0tU0DlBRdR. & A. H., https://t.co/Lq8gzofLaI. (Dairy Cattle Production) from Bombay Veterinary College, Parel, Mumbai, India.","other"
"FatherOfZeusers","🇺🇦 Peace for Ukraine 🇺🇦, Putin is a War Criminal! Fan of democracy, facts, inclusion, justice, science, truth, vaccines 🇺🇸 ⚖️ 🌊 🏳️‍🌈 ✌🏼","other"
"SteveBnAZ","Muse, Philosopher, Curmudgeon

Not going gentle into that good night!
#BlueWave2024","other"
"ma_rader","from the Burgh, in Maine since 85. hate trump more than I can say. go Steelers!","other"
"Squeege_W","Secretary-Treasurer, IATSE Local 720

Outside of the office, I am a father, movie buff, and ⚽️  supporter.","gov"
"KariBattaglia","Kari & Anna Battaglia Residential Realtors serving Sarasota, Charlotte & Manatee Counties Veterans Realty Inc","other"
"sandcastle114","Live & Let Live, 🏳️‍🌈 love is love 💕 wife, mom & nana. Save our democracy. Biden/Harris 🇺🇸 NO LISTS PLEASE!","other"
"Gr8GooglyMoogle","仙人 🪷🌴 🇵🇸🇨🇺🇮🇪🏳️‍🌈✊🏽","other"
"Samantha_Dawk","Advertising/marketing enthusiast. Proud @UF and @UFJSchool double graduate. Tweets my own.","other"
"SusBoz108","Lifelong Democrat. I support President Biden & Vice President Kamala Harris. Voting rights matter! We can keep the House in 2022! Let's work together and win!","other"
"SkylerWiens12","FSU Law Alum","other"
"JohnPMcGuru","#CannabisCommunity 🌿🔥🎭🎶🎼🎙🎛🎹🎸🌈","other"
"Armbarznkimura","To live is to suffer. To survive is to find meaning in the suffering.

12/18/70","other"
"FloridaGirlCubs","#MAGA-Fed up being called a Nazi and other horrible things because I love our Country and Trump ❤️🇺🇸","other"
"NitaHurst10","Old (really old) Southern Democrat by choice!  I will fucking resist the trump bullshit that is happening now in OUR nation. #TakeitBack #Nevertrump #VoteBlue","other"
"Macheter0","Ponce PR 1692 Nubian Wisdom Understanding☯Combat Engineer Completed a Global Circumnavigation onboard US Navy Carrier17PI903/229FLETC♋☯","other"
"Alleythatgirlll","My husband & son are my world. I am a licensed CPhT.","other"
"believe433","have Faith","other"
"Pyplate","Interested in programming and politics. 🇬🇧 🇪🇺","other"
"MtlSeb","Iter / histoire 🏳️‍🌈♿️","other"
"judgeMENTALCHK","Pleased w/Biden-Harris Admin, disgusted by Rs rallying to burn down democracy. PROSECUTE INSURRECTIONISTS - ESPECIALLY THOSE IN SUITS!","other"
"janet_lypka","🇺🇦🌻🌴","other"
"tresahorney","Don’t follow me unless you love Carl Sagan, it’s Democratic Party not Democrat Party, quick block if I think you're why we're in this mess especially 🚗😎","other"
"AlyceDennison","High intellect","other"
"rowlank","Biology and Chemistry Educator. Helping students learn how to learn since 1998. Proud to support student athletes, leaders & women in STEM #ScienceIsForEveryone","acad"
"TexasDemKim","🌊🌊Grammy to 3. Fur mom. #RescueMom. Dem 🌊 from birth. #BLM #LGBTQ #FBaRmy
Stop killing my brothers and sisters.
🌊🇺🇸💙#BetoForGovenor🌊🇺🇸💙
#Tx2022🌊💙","other"
"MercorOrg","Eyeglasses Prescription Glasses https://t.co/21G6VZEQqf","other"
"BelayFelton","Bahia Del Espiritu Santo. Florida A&M University. 🇧🇸","other"
"specklight","Chasing Fireflies: Sharing Things That Light the Way

#DubNation 🏀🗑️

(@kaepernick7's NFL team TBD) ⛑️🏈🏳️","other"
"A4C_ATHLETES","Our mission is to team up w/ pro athletes, teams, leagues & corporations to benefit underprivileged youth. Please donate via https://t.co/KN3INazEtk.","other"
"Wangenstein","Interim US Secretary Of State. Eat the rich and wash 'em down with a reasonably priced glass of water.","gov"
"JiMontgomery12","i am vegan for the animals and for the planet","other"
"Richard49262506","Political Activist since '69. Hon. Discharge - Office of Naval Intelligence. Dr. of Psychology and Teacher. Taoist/Zen Buddhist.
My Life for Humanity.","other"
"kyleruggles","01101000 01110101 01101101 01100001 01101110 00100000 01100010 01100101 01101001 01101110 01100111 00001010

CS/Sproutible/Post/MD: @kyleruggles

#PLUR","other"
"Eli_on_3","Social Worker, love my 🐕,🌊🌻","other"
"ZacharysWeather","⚠️We are temporarily offline at the moment and will be back soon⚠️","other"
"MaggieAnn1222","🇮🇪 #BanTrophyHunting   No DM's please (I don't always see them) No crypto 
 #BlackLivesMatter @MaggieAnn1222 at Counter Social  https://t.co/TgdEfMol7x","other"
"ofdot","Domestic Baby Supply forecaster now with Super Doppler Radar ✳️clairvoyant/brilliant aka brillvoyant✳️ 🇺🇸","other"
"baldguyknits","Just trying to not be overwhelmed by it all.","other"
"umdbulldogs93","Recovering CPA. Occasional marathon runner. Chips and salsa enthusiast. Drinker of all things IPA. Golf lover.  Snow hater.  MN resident.  Not sure why.","other"
"Chinchuleen","If at first you don’t succeed, then skydiving definitely isn’t for you. ~Steven Wright","other"
"Kimmer4444","“If you can’t love yourself, how the hell you gonna love somebody else?”~RuPaul #AnimalsRule ❤️ my 🐶 #ResistHate #PottyMouth (I don’t follow new accts) #Colts","other"
"moschinomatt","that bitch who always got shit to say 🤧","other"
"fivetoephil","Loves the SF Giants.  Loves the old Raiders.  Enjoys fiscally conservative liberal politics, security, DevOps, 3D printing, and aeroponics!","other"
"mredsten","President & CEO of @CleanWisconsin","other"
"TimH3401","tRUmp is a fascist traitor owned by Putin. #vote","other"
"Jaxm53","“Just” a hair dresser. Love the Florida lifestyle. I like to curse and I like to laugh. Even when it’s inappropriate. I’ll actually probably laugh harder.","other"
"Yooperliving","Computer Geek, Retired","other"
"abby1023","29🐶🐶dog mom ✨💫magic maker 😴👸🏼nap queen🌴🌊st Petersburg, Florida","other"
"lonelywolfe42","Just your average friendly neighborhood Stalker. SHAKE N BAKE! Race in peace McClyde.

occupation: Bum. 

#RememberTheCant","other"
"TimeIsNow2020","Floridian, USAF Veteran, Son of a WWII POW, Vote Blue in 2022. wtpBLUE  DemCastFL Resist Resistance. Opinions are my own.","other"
"The1wiggin","Greed will kill us. #Resist no DM's. Boosted #Masked4Life #VoteBlueLikeYourLifeDependsOnIt #FuckMusk","other"
"DsmyerDeborah","Project Manager, Nurse, Mother, Wife, Grandmother","other"
"CryptoBangz","https://t.co/Fcz2SU3A93","other"
"FlDad1","Retired, Proud Grand-pa, Father, Husband. 🏳️‍🌈🏳️‍⚧️, proud blue liberal Democrat. please don’t boost or add me to any list.","other"
"UNreal_Donald_T","🇬🇧Old Fernebergian. Follows NASCAR & NFL. Don't make me laugh; it hurts my back - slipped disc😀. Ex-adman MIPA(retd). Thank gawd for KODI & a VPN.","other"
"davdoLeJax","54 years old, native Floridian. human being with all the flaws that entails. PLEASE DON’T DM LINKS TO YOUR ADULT ACCOUNTS, MLM, OR CRYPTO INVESTMENTS.","other"
"GenePeters226","Keep moving forward !! #art #swimming #openwater #painting #artist #ChauvetModerne","other"
"chompie97","Proud Liberal seeking ☮️ justice, fairness & decency. ❤️ learning & politics & poppies & ANIMALS & laughing! *UniteBlue *PRU *TheResistance  *RelistWolves *Vote","other"
"LifeWithoutLack",".......","other"
"JmDiazhoyos","La tierra es tuya, cuidala, quierela, eres parte de ella !","other-int"
"KJUno5","Resident Trump Tower, Azerbijan.","other"
"Fullboost747","“Blood makes you related…Loyalty makes you family”","other"
"RickD73997595","old enough to know better","other"
"kittrdg","Activist, World Wanderer, Political Consultant, Resistance and Doggie Mom - Founder of https://t.co/3mVm6tcFx2 Thoughts my own","other"
"FireGoddessB","✡️Married student of life♿I want to make this world better. Mental Health Advocate #MeToo, #LGBTally #BLM #CivilRights #GoodTrouble I like music, lit, history..","other"
"candace_shipman","Mom of two and grandma of three. Liberal minded, blue at the core. Injustice makes my blood boil and subject to ranting and retweeting for hours.  :)","other"
"ghostoftheboris","Centrist/Democracy/👻🛸🌌👽🦠👾","other"
"FreightPro56","A Father,a Son and a Mentor....Nole Blooded! Just a small businessman working..... helping Farmers and Industries alike daily with Freight Transport..Go Noles","other"
"litahart72","🐿😍🌎#socialism #extinctionrebellion #nodapl #M4A #green new deal #stopline3 #Stopline5 #StandWithSurvivors","other"
"jakeelean","Engineer | M.C.E. + M.A. in Global Sustainability/Water.","other"
"DianeInVenice","Realtor with Exit King Florida Realty specializing in Venice Florida and surrounding areas.","other"
"Penny4Mythotsss","#resist #metoo I block stupid. Don't be stupid. #athiest #YAYImRetired #sarcasmfont","other"
"69Elements","Godless...like the rest of you, some don't want to admit it. They would rather hide in the dismal darkness of religion than live in the harsh light of reality.","other"
"Theroyalbey","building a legacy","other"
"SwearyHarridan","Pure Antifan -- Like it's a fucking country.

Everyone has their own rebellion.
🚫: DMs, MAGAts, G☭P, Guns, Fur, Bible, TERFs","other"
"sothiachhoeum2","Sothia.Max Huang,Ludi Lin DavidC,SVU,NCISLA,H50,BlueBloods,FBI,Keesha Sharp,Celia Au,Kiersten Warren,Proud Asian #StopAsianHate #MortalKombat🐉 #KungLao🎩🥰🤗","other"
"carlosmanolo1","La verdad es la única respuesta/Truth is the only answer/lLa verite est la seule reponse","other-int"
"bassfish18","Bass is the name of some species  of fish that are often caught for food or sport. There are freshwater bass and saltwater ...","other"
"RTShark","Old punker. I watch race cars, hockey and talk Hurricane football. I detail cars for fun.

Fuck racism. Fuck transphobia. Fuck homophobia.

Nazis can fuck off.","other"
"James_Savage15","If a bunch of Russian Bots and teenagers from Macedonia can change the world by tweeting so can I! NO LISTS! #TeamJustice #BlackLivesMatter","other"
"SurfSideSams","Dire Wolf Master DE native #BidenHarris #DogTrainer #LifeWithSamoyeds #GoT #StarTrek #SPN #tWD #BTS💜  #kdramas Stand w/🇺🇦 I retweet a lot!","other"
"_lydiamj","executive assistant • artist • creator // frm. @disney + @tavistockdevco // coffee first // #Illini 🧡 born but #ORL 🐊 made // hoka hey","other"
"ShesForeverKi","💛⚔️🐍🧡👩‍🎓👩‍🎓 ✨Serendipity✨-Kiara🇯🇲♓️🤸‍♀️🦋","other"
"DataDivaFL","I am a life long democrat, mom and business owner. #Asheville mountain life rocks! 🌄 #Resist #AntiRacist #ChurchChoir 💙 #BlackLivesMatter 👊🏼👊🏿👊🏽👊🏾👊🏻","other"
"nitebyrd","How can I follow my dreams when my life is a nightmare?","other"
"MelindaClayr","🌞🌴Florida native mer-soul🧜‍♀️ 🐬Free ranged 60's flower child🌼🐝🌿 RYT500/C-IAYT 🕉  Known to loudly sing & ecstatically dance!📯💃🎶","other"
"ECOIntTech","Official Twitter for AquaFlex as founded by Inventor/CEO Scott C. Smith","other"
"iseechange","Mobilizing communities to share stories and micro-data about climate impacts to inform and adapt. Share changes you're seeing & ask us your questions!","media"
