"username","hand.label_simplified","description","max.class","single.label"
"Penny_G","other","#RightMatters ~Fight Intolerance ~ #StandUp4HumanRights,Animal Rights,Peace,Love,Freedom,Equality4ALL ~ #FreeBahrain *Go Away BPOil* #YesWeCan #Resist #ThxObama","other","other"
"cajunQueeen","other","Music junkie festaholic  wanna be hippie  living in live music paradise The Big Easy where New Orleans enters your soul~Debauchery Coordinator~ Spiritulized~","other","other"
"aneffsaneff","other","Just as I am without one plea. Gratefully born again. Secondary passions are weather, stock/option trading, aviation, astronomy, and sports, including F1.","other","other"
"eztempo","other","Love your neighbor. reTweet your friends.   I always Follow back, but only follow real people.","other","other"
"Haydendempsey","other","Lobbyist/lawyer; Chair of Florida Law and Public Policy Practice Group @ Greenberg Traurig","other","other"
"topmom100","other","VACCINES SAVE LIVES","other","other"
"kellyjohnsonhas","other","live to love, love to live_FREEDOM!
#RESIST","other","other"
"Kelley4AL","other","I am an American. 🚜 ⛽ 🛶
I have a passion for helping others 
We have one chance in this journey 
Ask yourself everyday 
Is this what GOD would do?","other","other"
"mohammad5297","other","#CRO BTC addres bc1q7nwk3xj9hlle9wa4uzvegad68cej3ly9rezdmd #FEG🦍","other","other"
"Burnest3","other","It’s BIG!!","other","other"
"JustMeBTB","other","Retweeting tweets about one of the most Corrupt “Governors” of Florida. #DitchDeathSantis","other","other"
"StrongerSaferFL","other","Nonpartisan coalition focused on increasing Florida's resiliency.","other","other"
"yegairshed","media","We are your independent, trusted source of ambient air quality data and information in Alberta’s capital region.","other","other"
"musicrowmaniac","other","Resister, Science & Fact Believer, Blue Wave Proponent, Golden Rule Advocate.","other","other"
"Annie_is_okay","other","#AdoptDontShop #greenpoint Michigan/NYC/Maine. Birds. Please support the @wildbirdfund. Peds OTR/L","other","other"
"CitizenBlueJ","other","“The most important title is not 'president' or 'prime minister'; the most important title is 'citizen.'"""" - Barack Obama #vote #goodtrouble","other","other"
"bronxfanatic","other","True Die Hard NY Mets,NY Rangers,NY Knicks,NY Giants,NY Red Bulls,and Barcelona FC!!! Also avid book reader!!!  NO DMs!!!
""""Eliminating excuses""""","other","other"
"PastorMikeMac","other","Dad to two awesome girls; Husband to an amazing wife; Pastor of a progressive church; Author; Lover of many things-good beers and wine, books, history & art.","other","other"
"JariMahawa","other","NorCal girl👌🏾We Won🎈🎉🎊🎉","other","other"
"gymismyoffice","other","Freedom loving conservative Harley riding dad supporting 🐊🐬!","other","other"
"ILoveMyCamaro","other","Loves cars, oak trees and traveling. Lobbyist for Physical Therapy as a patient of PT.","other","other"
"nitemagic12","other","M.S.E - IT Pro - Athlete - Family and Fun!!!","other","other"
"jenny_weyler","other","I’m on Post now, my friends. Bye bye, Fascist Elon Musk","other","other"
"StefReedBooks","other","Jesus loves me...and you.","other","other"
"tg_tillman","other","#CheckYourEgoAtTheDoor #Resist 🌊🌊🌊FYI: If you tweet any trump positive posts, you’re NOT a resister. Blocked by dean cain❄️No Dating or Inquiring DMs","other","other"
"ejaltmann","media","Life comes full circle | Currently @KSTP previously @WFLA @WPTV @KSTP | Amazing wife by my side! | @UWRF alum | Fan @StPaulSaints @GopherHockey #MNsports","other","other"
"rsnuts","other","NO 🚫DM’s, NO MONEY CARDS, Video Chats shows who’s real, Engaged-not looking.","other","other"
"chitownhustler","other","Skeptic with a flair for the obvious. Incurably curious. Akita rescuer. Tikkun Olam — Repair the World  ✡️ Never Again  @chitownhustler@post.news","other","other"
"rjnafziger","other","To create a memorable recipe, it must start with a flavor that's worth remembering! RJN","other","other"
"Blue_JackSky","other","No lists or DMs","other","other"
"FLOversight","gov","Oversight Council of Florida is an independent non-partisan state governmental oversight and accountability organization.","other","other"
"JenniferStraay2","other","Resister❣️ Biden/Harris Wife , Mother, BSN, Still Fighting for OUR Country.! I am Antifa 🇺🇸","other","other"
"flossthedj","other","50% fresh, 50% hesh","other","other"
"bluebird21833","other","I'm an old retired Democrat. Only vote Democrat, it's the party that cares. I am not on fb or Insta just Twitter. I only have this as an outlet for my opinions.","other","other"
"MilwSpinny","other","Steven Spingola is a retired Milwaukee PD homicide lieutenant, author, cold case investigator, & presenter of the Psychology of Homicide (see link).","other","other"
"susancr94812407","other","study in Italy in designs","other","other"
"Andrenoah18","other","blue.#wave#resistance. The Book of Enoch .","other","other"
"RileyPBrown","other","Momma bear","other","other"
"saraohio44","other","Liberal, empathetic, and pro-democracy! Anti-MAGA. Vaxxed & boosted x2. No DMs/Lists, auto un-follow if u post pic(s) of 45.","other","other"
"Wil12th","other","I have been a Democrat all my life.  I believe in gun control, get rid of all automatic weapons.  #Biden/Harris 2020 #FlushaturdonNovember3rd
#BLUE WAVE","other","other"
"mcmweb56","other","Chicago Blackhawks fan and border collie lover.","other","other"
"mselainous","other","Empathy saves!","other","other"
"MisticMoonDance","acad","Human rights, politics, planet, eco-spirituality, animals, art, beauty and humor. Uni faculty, massage therapist, nurse asst, shaman.","other","other"
"MorSeaS","other","I meet great people everyday; white, black, blue. I meet scumbags everyday from all races as well. People are not their color 🤔","other","other"
"StephanieBumpus","other","#AltFam 
Democracy is not a spectator sport","other","other"
"Gospel1957","other","Prayer Warrior, My Praise is my Weapon. Glory to the Lamb 🙏😇🙏","other","other"
"GRMurph13","other","Father, husband, dog lover and medical solutions consultant.","other","other"
"lynn_holly","other","58y/o retired RN &  preschool teacher think that poverty healthcare homelessness are moral issues to care for each other/planet and self knowledge is our job","other","other"
"ctrandolph","other","love is love! #BLM! #goodtrouble.","other","other"
"IamGoalsetting","other","a keen spirit|👓 📚|","other","other"
"FloridaVoterNPA","other","Woke liberal. MAGA Repubs are the biggest snowflakes around! Wah we need a safe space. Wah.","other","other"
"a2__1t","other","Maths is fun.","other","other"
"Perry5510","other","Just watching. 😎","other","other"
"funkykarma","other","bright is my favorite color
I frequently hate everything like it's my job.
..Florida native..","other","other"
"Ocenasek_Images","other","Business consulting that will help people of the future- we provide a professional consulting service for the people driven careers of today in technology.","other","other"
"kissedbythesun","other","Can't tweet fewer than 290 characters. Founder & CEO of kissedbytheStudio a Social Media Marketing & Design hive which develops, manages smart social media.","other","other"
"emily_baker","other","She/her/hers. Born in Asheville, grew up in Augusta, 25 years in San Diego, now in Birmingham. 10 year breast cancer survivor.","other","other"
"BurlingameTerry","other","SPANISH teacher K-8","other","other"
"AuthorMichael57","other","Official Account of Michael C Schmidt aka A. Raymond, Author Wife is @MaryLSchmidt #SCBWI #memoir #childrensbooks @NewAppleAwards #ReadersFavorite","other","other"
"SuzeSoFlo","other","Protect: the environment, freedom of speech. Fascism is alive & thriving in FL. old enough to remember when FL was Blue and better. GOP is killing FL!","other","other"
"SanMan_ish","other","In Lak'ech Ala K'in - I am you you are me","other","other"
"RWWhit","other","Long term Philadelphia sports fan, with the medications to prove it.","other","other"
"Angellaborceee","other","🇵🇭🇲🇭","other","other"
"BeachsideLA","other","Climate Change Voter","other","other"
"tulachard","other","🍃🌺 🍃🦞Peace, love and lobsters.","other","other"
"TeriinNc","other","""""Make the lie big, make it simple, keep saying it, and eventually they will believe you.""""        Adolf Hitler  #Resist #BidenHarris","other","other"
"Miss_Jera35","other","Likes: NOLA, Perdido Key, animals, Bama football and ALL the wine. Dislikes: Trump. Also, avocados and """"craft"""" anything. (Is """"sorry, not sorry"""" still a thing?)","other","other"
"KathyGarcia56","other","Retired Executive Asst. City of Sarasota","other","other"
"BostonBubbalooo","other","#BlueVoices Big dog in a small apt helping my disabled mom Love all #BostonSports #LGBTQ+ #VoteBlue  She/Her Ehlers Danlos ♿️ People Matter #FBR #VetsMatter","other","other"
"notthatcute","other","#survivedTFG #justgetvaccinated","other","other"
"Mygroal","other","U.S. Navy veteran that cares for humanity and loves America but is sickened with our direction","other","other"
"mgtmeehan_","other","Retired teacher, wife, mother, grandmother.","other","other"
"BenDenee","other","Nineth Twelth Florida 🙄 🐳@MizChriz","other","other"
"philippos42","other","Redhead. I like hornets. Yes, I know the accent is in the wrong place.","other","other"
"CliftKenneth","other","I’m never leaving CA. If the music is loud, you’re old. The beach is my happy place.","other","other"
"sondkr","other","Antique Toy Dealer. Beliefs: guns have no place in society #resist people matter #Norwich","other","other"
"HughVonNied","acad","Artist, Theoretical Physicist, Geologist, Engineer, Paleontologist, Biologist, Auto Mechanic, Mud Logger, Archeologist, Poet, Composer, Carpenter, Teacher, etc.","other","other"
"OccupySarasota","other","We are here in support of the revolution begun by Occupy Wall Street and in solidarity with the 99%.","other","other"
"CaptainMorphine","other","Nice try stinky","other","other"
"Ralphandalice","other","Mother, Grandmother, Great grandmother, old hippy chick, liberal, feminist 🇺🇸 proud resister.","other","other"
"InvisiblInvalid","other","School of Hard Knocks, Work Hard - Play Hard
#DTA","other","other"
"kvnpkrwrd","other","Permaculture is one diverse answer to mitigate climate change. Try it...even sprouts in a jar. Regenerate! Plant something today. Eat it tomorrow.","other","other"
"ManBradley006","other","A fair minded, opinionated Libra⚖
Tryn hard to stay balanced, but assholes wnt let me, 🖕🏾em🤨
I will give the shirt off myback, just don't demand I do😅🤣😂","other","other"
"gratefulAC19","other","🇺🇸🇺🇸Freedom is never free. Anti-mandate*Anti-gender ideology*Anti-feducation #NoAmnestyForCovidTyranny #NotRadioActive","other","other"
"takhar_","other","Canadian, Husband, Father,IBEW-230 Member,Humorist,Seasonal Sportsman,Political Junkie,Sci-Fi fan,Love 2 cook,Always hopeful of Fairness & Justice for all.","other","other"
"MaxFlugrath","other","Fmr: Senior Communications Advisor, @GeorgiaDemocrat. Helped elect @NikkiFried, the only Democrat to win Florida since Barack Obama. Dog dad. Tweets mine.","other","other"
"prateek03387700","other","Nothing yet,still looking for it","other","other"
"StefanieThayerN","other","nana mom semi-retired clinical social worker nonprofit founder proud lifelong Democrat","other","other"
"BenjaminCorrea","other-int","Hijo, Esposo de Ana Carolina, Padre de Etna, Sebastian y Sofia. Deportista. Fanatico de Los Tiburones de La Guaira!!! Ing. Geologo UCV!!!","other","other"
"JV3MJD","other",".","other","other"
"RebeccaJill13","other","I'm a Tampa,FL native in North Carolina. I love information of all kinds. I love sports: all Tampa teams, Arsenal, USM/WNT Soccer, Cubs and ACC basketball.","other","other"
"Borramania","other","Illustrator, designer, father, husband, wacom pen evangelist, sports nut, 80s hair band fanatic, wrestling junkie.","other","other"
"SaltyScoops","other","#saltlife #emeraldcoast All things #salty #pirates 🏴‍☠️ #beachlife 🐬🐳🐚🌊🐠🐢🦀🌴🐎🥏🏹🌷🍕☕️ 🎭🎨 🌺","other","other"
"RayvzBlanca1","other","age brings judgement. democracy matters. life is more than winning trophies. humanity is family. animals have rights.","other","other"
"OCPDomin","other","31, Bitter, Trans-Masculine Nonbinary, Artist-ish. amateur naturalist, Zoider, Leftist, shapeshifter. Occasionally NSFW! 18+ only.  Art is @OcCiputParanoia","other","other"
"gramma61","other","Progress : any path of learning and action that moves in the direction of reducing threats/missed opportunities and increasing our capacity to deal with them.","other","other"
"tanyasmith67","other","Scots & sweary. MSc Criminal Justice Studies & PGCE","other","other"
"BWaas14","other","Attorney, father of two, husband, diehard LFC and canes fan.","other","other"
"GonzaloContento","other","Retiree working as Software Engineer, Entrepreneur by necessity, Philosopher on demand & Photographer on the weekends. I’m a parody of myself!","other","other"
