"","text","author_id","id","possibly_sensitive","created_at.x","conversation_id","reply_settings","lang","name","location","username","profile_image_url","protected","url","verified","created_at.y","description","pinned_tweet_id","public_metrics.x_retweet_count","public_metrics.x_reply_count","public_metrics.x_like_count","public_metrics.x_quote_count","public_metrics.x_bookmark_count","public_metrics.x_impression_count","geo_place_id","public_metrics.y_followers_count","public_metrics.y_following_count","public_metrics.y_tweet_count","public_metrics.y_listed_count","public_metrics.y_like_count","text_with_display_links","in_reply_to_user_id","reply.to.thread.no.term"
"105","RT @noaacoastalsci: This just in: Karenia brevis (#RedTide) is present along the coast at concentrations that may cause respiratory irritation with onshore winds in Pinellas county. Stay up to date by checking our forecast webpage:  . https   coastalscience noaa gov science areas habs hab forecasts gulf of mexico. https   x com noaacoastalsci status 1843672422454820885 photo 1","1453947870323744775","1843676714226069686",FALSE,2024-10-08 15:35:57,"1843676714226069686","everyone","en","KyleIridian 🇺🇦 🌻bsky.social",NA,"kyle_iridian","https://pbs.twimg.com/profile_images/1695243610399330304/egTqSLBH_normal.jpg",FALSE,NA,FALSE,"2021-10-29T04:53:15.000Z","🇺🇸 #VaccinePlus because common sense is becoming uncommon

~~have begun my migration to bluesky, because redundancy is always a good plan, see u there","1783137115888636149",2,0,0,0,0,0,NA,304,3743,80615,1,182376,"RT @noaacoastalsci: This just in: Karenia brevis (#RedTide) is present along the coast at concentrations that may cause respiratory irritation with onshore winds in Pinellas county. Stay up to date by checking our forecast webpage: https://t.co/iMI1S711CY https://t.co/nUcdIl1J28",NA,FALSE
"106","RT @noaacoastalsci: This just in: Karenia brevis (#RedTide) is present along the coast at concentrations that may cause respiratory irritation with onshore winds in Pinellas county. Stay up to date by checking our forecast webpage:  . https   coastalscience noaa gov science areas habs hab forecasts gulf of mexico. https   x com noaacoastalsci status 1843672422454820885 photo 1","305818642","1843674461046034863",FALSE,2024-10-08 15:26:59,"1843674461046034863","everyone","en","Bear Trust International","Windsor, Colorado","BearTrust","https://pbs.twimg.com/profile_images/695347688032710658/L-C0CX5e_normal.jpg",FALSE,"https://t.co/6PHI2oUb4y",FALSE,"2011-05-26T20:57:26.000Z","Helping to conserve wild bears and other wildlife through four program initiatives: Science-Based Education, Research, Management, and Habitat Conservation","1777729981986361665",2,0,0,0,0,0,NA,7533,8289,210673,249,185110,"RT @noaacoastalsci: This just in: Karenia brevis (#RedTide) is present along the coast at concentrations that may cause respiratory irritation with onshore winds in Pinellas county. Stay up to date by checking our forecast webpage: https://t.co/iMI1S711CY https://t.co/nUcdIl1J28",NA,FALSE
"107","This just in: Karenia brevis (#RedTide) is present along the coast at concentrations that may cause respiratory irritation with onshore winds in Pinellas county. Stay up to date by checking our forecast webpage:  . https   coastalscience noaa gov science areas habs hab forecasts gulf of mexico. https   x com noaacoastalsci status 1843672422454820885 photo 1","2507601764","1843672422454820885",FALSE,2024-10-08 15:18:53,"1843672422454820885","everyone","en","NOAA Coastal Ocean Science","United States of America","noaacoastalsci","https://pbs.twimg.com/profile_images/1816860590708584448/7jL_n6VN_normal.jpg",FALSE,"https://t.co/4LXAlnxJEs",FALSE,"2014-05-19T14:43:58.000Z","@NOAA's National Centers for Coastal Ocean Science is a fed govt office. Verification: https://t.co/oYrBZk5e0j","1802716432146350427",2,0,2,0,1,183,NA,6578,217,2463,160,1269,"This just in: Karenia brevis (#RedTide) is present along the coast at concentrations that may cause respiratory irritation with onshore winds in Pinellas county. Stay up to date by checking our forecast webpage: https://t.co/iMI1S711CY https://t.co/nUcdIl1J28",NA,FALSE
"108","Beachside residents recovering from #Hurricane Helene now have one more thing to worry about, as the Florida Fish and Wildlife Conservation Commission reports low to medium levels of red tide off the Pinellas County coastline. #Poison Help 1-800-222-1222. . https   baynews9 com fl tampa news 2024 10 04 red tide hurricane helene","236390420","1843396128894792172",FALSE,2024-10-07 21:01:00,"1843396128894792172","everyone","en","FL Poison Control","Florida, USA","FloridaPoison","https://pbs.twimg.com/profile_images/798194714281316352/nEcHrPCl_normal.jpg",FALSE,"https://t.co/JPynmUPoh3",FALSE,"2011-01-10T13:44:51.000Z","Florida's Poison Control Centers provide free, confidential help with poisoning emergencies 24/7/365 @ 1-800-222-1222. RTs/follows/favorites ≠ endorsement",NA,0,0,0,0,0,85,NA,1219,429,9943,21,2495,"Beachside residents recovering from #Hurricane Helene now have one more thing to worry about, as the Florida Fish and Wildlife Conservation Commission reports low to medium levels of red tide off the Pinellas County coastline. #Poison Help 1-800-222-1222. https://t.co/qJNRjbeMDf",NA,FALSE
"109","Beachside residents recovering from #Hurricane Helene now have one more thing to worry about, as the Florida Fish and Wildlife Conservation Commission reports low to medium levels of red tide off the Pinellas County coastline. #Poison Help 1-800-222-1222. . https   baynews9 com fl tampa news 2024 10 04 red tide hurricane helene","236390420","1843290684175855788",FALSE,2024-10-07 14:02:00,"1843290684175855788","everyone","en","FL Poison Control","Florida, USA","FloridaPoison","https://pbs.twimg.com/profile_images/798194714281316352/nEcHrPCl_normal.jpg",FALSE,"https://t.co/JPynmUPoh3",FALSE,"2011-01-10T13:44:51.000Z","Florida's Poison Control Centers provide free, confidential help with poisoning emergencies 24/7/365 @ 1-800-222-1222. RTs/follows/favorites ≠ endorsement",NA,0,0,0,0,0,128,NA,1219,429,9943,21,2495,"Beachside residents recovering from #Hurricane Helene now have one more thing to worry about, as the Florida Fish and Wildlife Conservation Commission reports low to medium levels of red tide off the Pinellas County coastline. #Poison Help 1-800-222-1222. https://t.co/qJNRjbeeNH",NA,FALSE
"110","RT @MaxChesnes: NEW: People slogging through cleanup from #Helene on Pinellas County’s barrier islands now have another worry: red tide 

The county is finding medium concentrations at a handful of beach towns

""There’s no respite for those who might be exposed to this""
. https   www tampabay com hurricane 2024 10 02 red tide pinellas county hurricane helene cleanup toxic algae","1534469368712679431","1842903045849416049",FALSE,2024-10-06 12:21:40,"1842903045849416049","everyone","en","Tara Author","Belgium","auteur_tara","https://pbs.twimg.com/profile_images/1831217242169581568/6eo_E1Jz_normal.jpg",FALSE,"https://t.co/0d1hvttXzR",FALSE,"2022-06-08T09:36:35.000Z","𝒑𝒖𝒃𝒍𝒊𝒔𝒉𝒆𝒅 𝒂𝒖𝒕𝒉𝒐𝒓 - 𝒑𝒐𝒆𝒕 𝒂𝒏𝒅 𝒔𝒄𝒊𝒆𝒏𝒕𝒊𝒔𝒕 (𝒔𝒉𝒆/𝒉𝒆𝒓) - no RT, no DM 
𝗣𝗲𝗿𝘀𝗲𝗰𝘂𝘁𝗲𝗱 𝘄𝗿𝗶𝘁𝗲𝗿 - freedom of speech","1687316993303576576",33,0,0,0,0,0,NA,1043,3554,34331,5,30720,"RT @MaxChesnes: NEW: People slogging through cleanup from #Helene on Pinellas County’s barrier islands now have another worry: red tide 

The county is finding medium concentrations at a handful of beach towns

""There’s no respite for those who might be exposed to this""
https://t.co/elTeZTdmKN",NA,FALSE
"111","RT @HealthyPinellas: Red Tide has now been detected in the waters off Pinellas County’s beaches. @MyFWC has the latest information about the samples and possible effects at their red tide information page:  . https   myfwc com research redtide statewide. https   x com HealthyPinellas status 1841814187925819786 photo 1","987922230922260480","1842631040621310106",FALSE,2024-10-05 18:20:49,"1842631040621310106","everyone","en","TXTrumpGal(No Filter)","Native Texan","dpfromtx","https://pbs.twimg.com/profile_images/1816424810718617600/HP6ZUs6w_normal.jpg",FALSE,NA,FALSE,"2018-04-22T05:13:09.000Z","🇺🇲 100% MAGA Conservative Gal  🇺🇲              
   RINOS/TRAITORS ≠ NO RESPECT      🚫 DM's 🇺🇸🗽🦅🐾PROVERBS 12:10🐾","1843508177750663402",3,0,0,0,0,0,NA,4649,7501,80256,1,124488,"RT @HealthyPinellas: Red Tide has now been detected in the waters off Pinellas County’s beaches. @MyFWC has the latest information about the samples and possible effects at their red tide information page: https://t.co/F9Yg1IB6HO https://t.co/BUlN4i5X7b",NA,FALSE
"112","Experts warn storm runoff could worsen red tide offshore of Pinellas Co. #HurricaneHelen @BN9 @bn9weather 

. https   baynews9 com fl tampa news 2024 10 04 red tide hurricane helene","2482190533","1842615987671040084",FALSE,2024-10-05 17:21:00,"1842615987671040084","everyone","en","Cait McVey","Tampa, FL","CaitMcVey","https://pbs.twimg.com/profile_images/1832464235625893888/o-XUYiBj_normal.jpg",FALSE,"https://t.co/fn6nbvA638",FALSE,"2014-05-07T14:03:19.000Z","Emmy award winning Reporter/fill-in anchor for @BN9. Proud New Yorker living in sunny Florida☀️🌴 @SyracuseU @LeMoyne alum. Email tips to Cait.McVey@charter.com",NA,0,0,1,0,0,97,NA,1676,1349,3099,43,2335,"Experts warn storm runoff could worsen red tide offshore of Pinellas Co. #HurricaneHelen @BN9 @bn9weather 

https://t.co/HR1qyPytFI",NA,FALSE
"113","Pinellas County is monitoring red tide off beaches. Residents along beach communities, especially those cleaning out homes and businesses from Helene, may experience respiratory irritation. . https   health wusf usf edu health news florida 2024 10 03 pinellas county is monitoring red tide off beaches post helene","20798645","1842565411772199112",FALSE,2024-10-05 14:00:02,"1842565411772199112","everyone","en","Health News Florida","Tampa, FL","HealthNewsFL","https://pbs.twimg.com/profile_images/2626960293/xmwpbvpgbv34f2krgmvb_normal.jpeg",FALSE,"https://t.co/EXlbTcb8Uq",FALSE,"2009-02-13T19:36:57.000Z","Since 2006, we've provided in-depth health journalism for Floridians. We're a part of WUSF Public Media, with reporters in Tampa, Miami and Orlando.",NA,0,0,0,0,0,46,NA,6672,4061,30015,274,68,"Pinellas County is monitoring red tide off beaches. Residents along beach communities, especially those cleaning out homes and businesses from Helene, may experience respiratory irritation. https://t.co/TS6JaOsnS2",NA,FALSE
"114","@MaxChesnes @TB_Times https://t.co/QPaFOxbeZx","1524131762783375361","1842429954702651749",FALSE,2024-10-05 05:01:46,"1841556224979915200","everyone","qme","wg hughes","USA","hughes_wg","https://pbs.twimg.com/profile_images/1814355047347589121/qpAUhYH7_normal.jpg",FALSE,NA,FALSE,"2022-05-10T20:58:35.000Z","Retired",NA,0,0,0,0,0,1,NA,208,208,9015,2,721,NA,"1239172640",TRUE
"115","Uh, oh, red tide alert, Pinellas! Be safe out there. . https   twitter com HealthyPinellas status 1841814187925819786","1728433055562420224","1842388701390802955",FALSE,2024-10-05 02:17:50,"1842388701390802955","everyone","en","Mary 🇧🇷🇺🇲","Florida, USA","gurlbythegulf","https://pbs.twimg.com/profile_images/1729307529857921024/4bHVDWbJ_normal.jpg",FALSE,NA,FALSE,"2023-11-25T15:19:29.000Z","Ordinary citizen for inner peace 🙏🧘‍♀️, truth, the 🇺🇲 Constitution, privacy, 1A/2A and ☀️🏖 🌊🌴. MAGA/MAHA 2024 🏆",NA,0,0,0,0,0,9,NA,241,221,2893,0,8551,"Uh, oh, red tide alert, Pinellas! Be safe out there. https://t.co/oJkeNwlsly",NA,FALSE
"116","RT @MaxChesnes: NEW: People slogging through cleanup from #Helene on Pinellas County’s barrier islands now have another worry: red tide 

The county is finding medium concentrations at a handful of beach towns

""There’s no respite for those who might be exposed to this""
. https   www tampabay com hurricane 2024 10 02 red tide pinellas county hurricane helene cleanup toxic algae","336116161","1842253271462777343",FALSE,2024-10-04 17:19:41,"1842253271462777343","everyone","en","c lark",NA,"7LadyQ","https://pbs.twimg.com/profile_images/593198460075048961/RIcFfJ-m_normal.jpg",FALSE,NA,FALSE,"2011-07-15T19:25:29.000Z","Love America/Free Speech! Save The Children!
Family First! 🚫Porn. 🚫DM’s.
“Dwell on the beauty of life. Watch the stars, and see yourself running with them.""",NA,33,0,0,0,0,0,NA,5635,4864,180241,84,48502,"RT @MaxChesnes: NEW: People slogging through cleanup from #Helene on Pinellas County’s barrier islands now have another worry: red tide 

The county is finding medium concentrations at a handful of beach towns

""There’s no respite for those who might be exposed to this""
https://t.co/elTeZTdmKN",NA,FALSE
"117","RT @HealthyPinellas: Red Tide has now been detected in the waters off Pinellas County’s beaches. @MyFWC has the latest information about the samples and possible effects at their red tide information page:  . https   myfwc com research redtide statewide. https   x com HealthyPinellas status 1841814187925819786 photo 1","1710842971153637376","1842253062670291413",FALSE,2024-10-04 17:18:52,"1842253062670291413","everyone","en","SnakePlisskenUSA","Florida, USA","PlisskenSnakeMr","https://pbs.twimg.com/profile_images/1710843165802958848/yq2dtxZ8_normal.jpg",FALSE,NA,FALSE,"2023-10-08T02:22:31.000Z","#Fight #MAGA. #Fitness = #Freedom. #Bitcoin = economic liberty. #2ndAmendment #PogueMahone 🇮🇪🇮🇹🇺🇸","1711549863517684134",3,0,0,0,0,0,NA,596,388,9666,0,5358,"RT @HealthyPinellas: Red Tide has now been detected in the waters off Pinellas County’s beaches. @MyFWC has the latest information about the samples and possible effects at their red tide information page: https://t.co/F9Yg1IB6HO https://t.co/BUlN4i5X7b",NA,FALSE
"118","RT @HealthyPinellas: Red Tide has now been detected in the waters off Pinellas County’s beaches. @MyFWC has the latest information about the samples and possible effects at their red tide information page:  . https   myfwc com research redtide statewide. https   x com HealthyPinellas status 1841814187925819786 photo 1","1386669755654934531","1842252767794274424",FALSE,2024-10-04 17:17:41,"1842252767794274424","everyone","en","Anna Paulina Luna","Florida, USA","VoteAPL","https://pbs.twimg.com/profile_images/1554301257548025856/LY2pBOYF_normal.jpg",FALSE,"https://t.co/zowmKgVtRE",FALSE,"2021-04-26T13:13:44.000Z","FL-13 Congresswoman re-election campaign page ✨USAF VET 🇺🇸 Proud Military Wife 🇺🇸 | USAF veteran | Donate👇🏼| https://t.co/ms8m73HQVa","1678395543565873153",3,0,0,0,0,0,NA,126103,767,2767,307,1480,"RT @HealthyPinellas: Red Tide has now been detected in the waters off Pinellas County’s beaches. @MyFWC has the latest information about the samples and possible effects at their red tide information page: https://t.co/F9Yg1IB6HO https://t.co/BUlN4i5X7b",NA,FALSE
"119","RT @MyFWC: Red Tide detected in #PinellasCounty. Red tide conditions can change quickly, &amp; our team will continue to work with our partners to collect &amp; process samples to monitor the bloom.. ","1834791647848116224","1842023042823705081",FALSE,2024-10-04 02:04:51,"1842023042823705081","everyone","en","CopStopTv",NA,"CopStopTv","https://pbs.twimg.com/profile_images/1834792479301783552/el5bm_2j_normal.jpg",FALSE,"https://t.co/sjvXwsfhbj",FALSE,"2024-09-14T03:10:16.000Z","Police Bodycam Content Creator |

Public Education Through Public Information",NA,4,0,0,0,0,0,NA,7,24,50,0,48,"RT @MyFWC: Red Tide detected in #PinellasCounty. Red tide conditions can change quickly, &amp; our team will continue to work with our partners to collect &amp; process samples to monitor the bloom.",NA,FALSE
"120","RT @MyFWC: Red Tide detected in #PinellasCounty. Red tide conditions can change quickly, &amp; our team will continue to work with our partners to collect &amp; process samples to monitor the bloom.. ","2465253295","1841982905519898863",FALSE,2024-10-03 23:25:21,"1841982905519898863","everyone","en","Kellie Ralston","Tallahassee, FL","ralston_kellie","https://pbs.twimg.com/profile_images/1029899477606445056/e7FoWwYl_normal.jpg",FALSE,"https://t.co/xkvwukrccp",FALSE,"2014-04-26T23:35:02.000Z","VP Conservation and Public Policy for @bonetarpontrust and lifelong Floridian. Tweets are my own.",NA,4,0,0,0,0,0,NA,469,363,3148,4,8166,"RT @MyFWC: Red Tide detected in #PinellasCounty. Red tide conditions can change quickly, &amp; our team will continue to work with our partners to collect &amp; process samples to monitor the bloom.",NA,FALSE
"121","@MyFWC @njrice2004 https://t.co/1rfvbG5T0i","1275685958","1841948813369446524",FALSE,2024-10-03 21:09:53,"1841929801617309894","everyone","qme","Dee Stock","Tampa, FL","Dstock37","https://pbs.twimg.com/profile_images/1832853924157550592/rHhxfX_8_normal.jpg",FALSE,NA,FALSE,"2013-03-17T18:33:29.000Z","",NA,0,0,0,0,0,13,NA,1286,1719,26698,5,36010,NA,"19339778",TRUE
"122","RT @MyFWC: Red Tide detected in #PinellasCounty. Red tide conditions can change quickly, &amp; our team will continue to work with our partners to collect &amp; process samples to monitor the bloom.. ","207228196","1841940862026052075",FALSE,2024-10-03 20:38:17,"1841940862026052075","everyone","en","Nathan Rice","United States","njrice2004","https://pbs.twimg.com/profile_images/1626952459439509505/RJXhic9S_normal.jpg",FALSE,NA,FALSE,"2010-10-24T20:57:38.000Z","Avid weather enthusiasts, Pro Pool Player for APA, and a Dolphin fan since 1980.",NA,4,0,0,0,0,0,NA,1978,2366,172841,30,308440,"RT @MyFWC: Red Tide detected in #PinellasCounty. Red tide conditions can change quickly, &amp; our team will continue to work with our partners to collect &amp; process samples to monitor the bloom.",NA,FALSE
