"","text","id","reply_settings","created_at.x","lang","possibly_sensitive","in_reply_to_user_id","conversation_id","author_id","location","username","url","name","created_at.y","verified","pinned_tweet_id","profile_image_url","description","protected","geo_place_id","public_metrics.x_retweet_count","public_metrics.x_reply_count","public_metrics.x_like_count","public_metrics.x_quote_count","public_metrics.x_impression_count","public_metrics.y_followers_count","public_metrics.y_following_count","public_metrics.y_tweet_count","public_metrics.y_listed_count"
"139","Phoenix Lee, Nana, Addie &amp; Papa G. Riding out the storm &amp; the stench of the Red Scourge at Skinny's Place. #RedTide #HolmesBeach #ManateeBeach @ Skinny's Place https://t.co/RaJut2wqjU","1028333020837605376","everyone",2018-08-11 17:31:12,"en",FALSE,NA,"1028333020837605376","197569011","St. Louis, Missouri","SMGregaliStL",NA,"Gregarlic","2010-10-01T21:19:24.000Z",FALSE,NA,"https://pbs.twimg.com/profile_images/606809821807931394/2vsk4BVH_normal.jpg","¤ Urban ~ Hunter ~ Gatherer ~ Opinionated Pragmatist  ~ Former Elected Public Servant ¤ These Tweets are MY Tweets & nothing but MY Tweets, so help me...",FALSE,"19e150d848908604",0,1,1,0,0,1462,1416,24438,58
"140","@SMGregaliStL Those kids are so big now. Enjoy!","1028335454326870018","everyone",2018-08-11 17:40:52,"en",FALSE,"197569011","1028333020837605376","1078099056","Soulard; Pomme de Terre Lake","stl7thward","https://t.co/oqXtpiQlz9","Great State of St. Louis","2013-01-11T00:39:42.000Z",FALSE,"1623110035051094016","https://pbs.twimg.com/profile_images/1557853440532963328/hUTHUrOa_normal.jpg","Fmr Old 7th Ward Cmtewoman Marie Ceselski. Spouting @ greatstateofstlouis. Proponent of Secession to become Great State of St Louis. Join us at #GardenSunday",FALSE,NA,0,0,0,0,0,5275,2660,135310,147
"141","Happy Sunday! @bradentonherald on Page 1 today @Gsabella reports this could be a do or die year for 2 Bradenton schools (even if @Manateeschools rather not talk about it) &amp; @RCCallihan on how a few folks on #annamariaisland are dealing with #RedTide https://t.co/RfncAA49u1","1028600544976351232","everyone",2018-08-12 11:14:15,"en",FALSE,NA,"1028600544976351232","349049976","Bradenton, Fla.","MRMasferrer",NA,"Marc R. Masferrer","2011-08-05T13:16:34.000Z",TRUE,NA,"https://pbs.twimg.com/profile_images/1533823573181157376/JHIldUXO_normal.jpg","",FALSE,"d096ac3f2b0da338",0,0,1,0,0,3163,1917,76767,119
"142","#RedTide brings beach lovers to #AnnaMariaIsland https://t.co/Waac5ZnmVd","1028704503892267008","everyone",2018-08-12 18:07:20,"en",FALSE,NA,"1028704503892267008","349049976","Bradenton, Fla.","MRMasferrer",NA,"Marc R. Masferrer","2011-08-05T13:16:34.000Z",TRUE,NA,"https://pbs.twimg.com/profile_images/1533823573181157376/JHIldUXO_normal.jpg","",FALSE,"d096ac3f2b0da338",1,0,1,0,0,3163,1917,76767,119
"143","Home sweet home! So thankful there is no red tide here! I pray it stays away!! We just went out to Anna Maria Island all the way up to Sarasota and the red tide is so bad, it is simply… https://t.co/DZXznpnfPm","1028710356854681600","everyone",2018-08-12 18:30:36,"en",FALSE,NA,"1028710356854681600","2495983971",NA,"melkcountrygirl",NA,"Melissa","2014-04-20T00:34:18.000Z",FALSE,NA,"https://pbs.twimg.com/profile_images/608599389880332289/6lUPVuHH_normal.jpg","live, laugh, love ♡
Huge Big & Rich Fan
Love some John Rich🥰

Melissa & Brian @
Bar Konitzer",FALSE,"445510b59110e7a2",0,0,0,0,0,571,2076,6121,1
"144","Hundreds gather along Anna Maria Island beach in demonstration against #RedTide https://t.co/XbmasDOaCm","1028714592426438657","everyone",2018-08-12 18:47:26,"en",FALSE,NA,"1028714592426438657","35984854","Florida, USA","SamPutterman","https://t.co/BCOBpCDHlV","Samantha Putterman","2009-04-28T04:12:30.000Z",FALSE,NA,"https://pbs.twimg.com/profile_images/1162065799693119489/wZV3E7_Y_normal.jpg","Covering misinformation @PolitiFact. Former: @Bradentonherald @TB_Times. Fan of dogs, coffee, news & dogs. Tips: sputterman@poynter.org",FALSE,"008338532a26abed",4,1,4,0,0,1341,1250,5918,57
"145","@SamPutterman It's my understanding that red tide is a naturally occurring condition and not created by anything mankind is doing. They're protesting against nature?","1028716157954674688","everyone",2018-08-12 18:53:39,"en",FALSE,"35984854","1028714592426438657","840503635","Florida, USA","esslinger62",NA,"V","2012-09-22T21:48:31.000Z",FALSE,NA,"https://pbs.twimg.com/profile_images/750831506696892416/bLBoKl5q_normal.jpg","A conservative progressive. Solutions, no ideology, donkeys or elephants. Re-tweets and likes aren't endorsements.",FALSE,NA,0,0,0,0,0,76,367,25987,7
"146","The #gulfofmexico off #AnnaMariaIsland near Sandbar looks like this because of #RedTide https://t.co/KVA9vzh8b3","1028719072593227776","everyone",2018-08-12 19:05:14,"en",FALSE,NA,"1028719072593227776","349049976","Bradenton, Fla.","MRMasferrer",NA,"Marc R. Masferrer","2011-08-05T13:16:34.000Z",TRUE,NA,"https://pbs.twimg.com/profile_images/1533823573181157376/JHIldUXO_normal.jpg","",FALSE,"3c2aec1245cb0d0c",0,0,0,0,0,3163,1917,76767,119
"147","This red tide algae mess has me feeling like I have bronchitis again","1028734266837004289","everyone",2018-08-12 20:05:36,"en",FALSE,NA,"1028734266837004289","380056536","Tennessee, USA","tayjcraw",NA,"taylore jo","2011-09-26T00:42:55.000Z",FALSE,NA,"https://pbs.twimg.com/profile_images/1582935846839271425/-0HFyuF3_normal.jpg","she/her",FALSE,"224d8d4e6da92f36",0,0,0,0,0,674,226,9584,4
"148","Sad that we are experiencing this Red Tide on the Gulf Coast of SWFL. Look at how many dead fish on the shores. Nonetheless, I used my time here to do some meditating. Meditation is to… https://t.co/ztkE1bEcsB","1028761413412704256","everyone",2018-08-12 21:53:29,"en",FALSE,NA,"1028761413412704256","88836305","Florida, USA","RobAHernandez","https://t.co/EUGWOXk0PE","Roberto Hernandez","2009-11-10T03:03:01.000Z",FALSE,NA,"https://pbs.twimg.com/profile_images/1120802667390033921/drZG-3Gp_normal.jpg","""Provoking People to Pinpoint and Pursue their Purpose."" Speaker, Teacher, Mentor & Life Coach. Realestate Consultant @ Globetrotter.",FALSE,"b83641daa7c732dc",0,0,0,0,0,505,320,14876,19
"149","Pretty sure I caught a case of Red Tide today.","1028795046630445056","everyone",2018-08-13 00:07:07,"en",FALSE,NA,"1028795046630445056","989657295415136256","Bradenton, FL","mraustinalan",NA,"Austin Bartley","2018-04-27T00:07:40.000Z",FALSE,NA,"https://pbs.twimg.com/profile_images/989658730546515969/f7HfHNLv_normal.jpg","Everyone creating is a member of the family, passing down genes and ideas in harmony",FALSE,"0043956c6f41307f",0,0,0,0,0,25,91,202,0
"150","Hundreds gather along Anna Maria Island beach in demonstration against red tide, @SamPutterman reports. #HandsAlongTheWater 
https://t.co/1ERqsOw2Uw","1029004377464492032","everyone",2018-08-13 13:58:56,"en",FALSE,NA,"1029004377464492032","265559945","Bradenton, FL","JDeleon1012","https://t.co/CRohX622QC","Jessica De Leon","2011-03-13T19:24:39.000Z",TRUE,"1612861489475457029","https://pbs.twimg.com/profile_images/1613951615102324757/ES0hXmN3_normal.jpg","Investigative multi-media journalist at @abcactionnews.

Formerly @BradentonHerald and @BHnewsguild.

Confidential tips: JessDeLeon@protonmail.com",FALSE,"008338532a26abed",2,0,2,0,0,2840,1467,31062,82
"151","No end in sight for #redtide plaguing Anna Maria Island, reports @jajones1.
https://t.co/gdhniDtkuf","1029088796518834176","everyone",2018-08-13 19:34:23,"en",FALSE,NA,"1029088796518834176","265559945","Bradenton, FL","JDeleon1012","https://t.co/CRohX622QC","Jessica De Leon","2011-03-13T19:24:39.000Z",TRUE,"1612861489475457029","https://pbs.twimg.com/profile_images/1613951615102324757/ES0hXmN3_normal.jpg","Investigative multi-media journalist at @abcactionnews.

Formerly @BradentonHerald and @BHnewsguild.

Confidential tips: JessDeLeon@protonmail.com",FALSE,"008338532a26abed",0,0,0,0,0,2840,1467,31062,82
"152","I’m so happy they finally declared a state of emergency after a month of Red Tide causing respiratory issues and mass die offs in the ecosystem for The Suncoast","1029119574871080960","everyone",2018-08-13 21:36:41,"en",FALSE,NA,"1029119574871080960","561567421","Lakewood Ranch, FL","BurgByTheBay",NA,"🌸Chris🌸","2012-04-23T23:50:19.000Z",FALSE,NA,"https://pbs.twimg.com/profile_images/1362425003321536513/2Qr4Mhag_normal.jpg","Just a weird guy, trying to live his best life🌞♎️SCF’22🌝♓️Give it time, it’ll shine🌄♌️",FALSE,"0064b4f401ced97c",0,0,1,0,0,304,778,12293,7
"153","@MRMasferrer Hi Marc, I need some help.....I am a central florida resident that booked a reservation with Anna Maria Vacations arrival date Sept 8 for one week. due to this catastrophic ""Red Tide"" I do not want to expose my 83 year old mother, myself and our dog to this environmental hazard.","1029192077115109376","everyone",2018-08-14 02:24:47,"en",FALSE,"349049976","1028241663087595520","109591201",NA,"MarliseS",NA,"Mary Louise Stancil","2010-01-29T15:46:05.000Z",FALSE,"1555590886809079809","https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png","",FALSE,NA,0,1,0,0,0,0,1,86,1
"154","@MRMasferrer The AMV refuses to issue a refund of $2,238.52 to my cc. I bought CSA travel insurance-say NOT COVERED for Red Tide.Can you help me or send me to someone who can? Mary Louise","1029192952705429504","everyone",2018-08-14 02:28:16,"en",FALSE,"349049976","1028241663087595520","109591201",NA,"MarliseS",NA,"Mary Louise Stancil","2010-01-29T15:46:05.000Z",FALSE,"1555590886809079809","https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png","",FALSE,NA,0,0,0,0,0,0,1,86,1
"155","@MarliseS No dogs allowed on beach so he/she should be OK ($500 fine)","1029193000256266242","everyone",2018-08-14 02:28:27,"en",FALSE,"109591201","1028241663087595520","349049976","Bradenton, Fla.","MRMasferrer",NA,"Marc R. Masferrer","2011-08-05T13:16:34.000Z",TRUE,NA,"https://pbs.twimg.com/profile_images/1533823573181157376/JHIldUXO_normal.jpg","",FALSE,"d096ac3f2b0da338",0,0,0,0,0,3163,1917,76771,119
"156","Tuesday’s Page 1 @bradentonherald Lots of good stuff: @saranealeigh (w/help from @urbanmark2014 &amp; @SamPutterman ) on Melissa Howard’s lie about her college background; &amp; @jajones1 &amp; @SamPutterman on the #RedTide disaster. And inside, a story about missing journo #FreeAustinTice https://t.co/awEsFcapNP","1029318706097217536","everyone",2018-08-14 10:47:58,"en",FALSE,NA,"1029318706097217536","349049976","Bradenton, Fla.","MRMasferrer",NA,"Marc R. Masferrer","2011-08-05T13:16:34.000Z",TRUE,NA,"https://pbs.twimg.com/profile_images/1533823573181157376/JHIldUXO_normal.jpg","",FALSE,"d096ac3f2b0da338",2,1,4,0,0,3163,1917,76767,119
"157","#ReadLocal @bradentonherald &amp; https://t.co/yh6lSLqACX","1029319208763576322","everyone",2018-08-14 10:49:57,"und",FALSE,"349049976","1029318706097217536","349049976","Bradenton, Fla.","MRMasferrer",NA,"Marc R. Masferrer","2011-08-05T13:16:34.000Z",TRUE,NA,"https://pbs.twimg.com/profile_images/1533823573181157376/JHIldUXO_normal.jpg","",FALSE,"d096ac3f2b0da338",0,0,0,0,0,3163,1917,76771,119
"158","#RedTide cleanup: 

▶️Holmes Beach looking for volunteers
▶️Today, 8 a.m.
▶️Meet at 52nd Street

@10NewsWTSP https://t.co/gN7gVcZ3jb https://t.co/hI2h0lcOKS","1029324640756346880","everyone",2018-08-14 11:11:32,"en",FALSE,NA,"1029324640756346880","141706091","Tampa, FL","JoshWTSP","https://t.co/hWQcHwPK4w","Josh Sidorowicz WTSP","2010-05-08T20:14:22.000Z",TRUE,NA,"https://pbs.twimg.com/profile_images/1558127180747612162/zqNa9e8f_normal.jpg","// @10TampaBay // anchor // #VERIFY // @michiganstateu alum // Email me jsidorowic@10tampabay.com",FALSE,"008338532a26abed",3,0,3,0,0,2387,1285,16371,112
"159","FLORIDA: let’s get some things straight!

Red Tide is DIFFERENT than the Okeechobee Green Algae!

They are NOT related. Two different issues.

#RedTide #Okeechobee","1029343705885491203","everyone",2018-08-14 12:27:18,"en",FALSE,NA,"1029343705885491203","31573143","Florida, USA","dilly__b",NA,"dilly","2009-04-16T00:23:50.000Z",FALSE,NA,"https://pbs.twimg.com/profile_images/1600545379547856900/-FcSF1no_normal.jpg","Orlando, Florida. WDW CM. WMU Graduate. Pi Kappa Alpha, Epsilon Psi Alum. 🌈 Jellicle Stan. (He/Him)",FALSE,"00428f1c4b22dba6",4,6,2,0,0,658,3382,5807,13
"160","Red Tide is a naturally occurring algae bloom that has been documented since the early 1800s.

Okeechobee’s Green Sludge Algae is... well no one is really sure. But probs cause by the sugar companies.

#RedTide #Okeechobee","1029343710234988544","everyone",2018-08-14 12:27:19,"en",FALSE,"31573143","1029343705885491203","31573143","Florida, USA","dilly__b",NA,"dilly","2009-04-16T00:23:50.000Z",FALSE,NA,"https://pbs.twimg.com/profile_images/1600545379547856900/-FcSF1no_normal.jpg","Orlando, Florida. WDW CM. WMU Graduate. Pi Kappa Alpha, Epsilon Psi Alum. 🌈 Jellicle Stan. (He/Him)",FALSE,"00428f1c4b22dba6",0,0,2,0,0,658,3382,5807,13
"161","@dilly__b Not true. The chemistry and non-competing other phytoplankton required for Karenia brevis to bloom may be impacted / additional catalyst from man made conditions. Suppression of other life through pollution has opened the door wide for extensive red tide","1029344754381873153","everyone",2018-08-14 12:31:28,"en",FALSE,"31573143","1029343705885491203","3845807188","Minneapolis MN","JodiWishMN",NA,"MNWish","2015-10-02T19:44:24.000Z",FALSE,"1606668753713995776","https://pbs.twimg.com/profile_images/1518911473644412932/2FOG5sNx_normal.jpg","Love a good marching band & plumes. Repro-Choice, Book Freedom, LGBTQ ally, stop killing people, house the house-less ❤️T1 mom 💙⭐️🌹FCO mom",FALSE,NA,0,1,1,0,0,3504,4970,42567,10
"162","@dilly__b And once red tide is close to shore, pollution &amp; the nutrient run off from the lake is a further catalyst to the explosion we are seeing","1029344975279017984","everyone",2018-08-14 12:32:21,"en",FALSE,"31573143","1029343705885491203","3845807188","Minneapolis MN","JodiWishMN",NA,"MNWish","2015-10-02T19:44:24.000Z",FALSE,"1606668753713995776","https://pbs.twimg.com/profile_images/1518911473644412932/2FOG5sNx_normal.jpg","Love a good marching band & plumes. Repro-Choice, Book Freedom, LGBTQ ally, stop killing people, house the house-less ❤️T1 mom 💙⭐️🌹FCO mom",FALSE,NA,0,0,1,0,0,3504,4970,42567,10
"163","@MRMasferrer Sadly, I knew it was only a matter of time. #redtide","1029357189109035008","everyone",2018-08-14 13:20:53,"en",FALSE,"349049976","1029351015127175168","265559945","Bradenton, FL","JDeleon1012","https://t.co/CRohX622QC","Jessica De Leon","2011-03-13T19:24:39.000Z",TRUE,"1612861489475457029","https://pbs.twimg.com/profile_images/1613951615102324757/ES0hXmN3_normal.jpg","Investigative multi-media journalist at @abcactionnews.

Formerly @BradentonHerald and @BHnewsguild.

Confidential tips: JessDeLeon@protonmail.com",FALSE,"008338532a26abed",0,0,0,0,0,2840,1467,31062,82
"164","My senses are grateful not to be on #redtide duty today, but @bradentonherald staffers @RCCallihan and @tompkinscondie are bringing you the latest today.","1029389499862867968","everyone",2018-08-14 15:29:16,"en",FALSE,NA,"1029389499862867968","265559945","Bradenton, FL","JDeleon1012","https://t.co/CRohX622QC","Jessica De Leon","2011-03-13T19:24:39.000Z",TRUE,"1612861489475457029","https://pbs.twimg.com/profile_images/1613951615102324757/ES0hXmN3_normal.jpg","Investigative multi-media journalist at @abcactionnews.

Formerly @BradentonHerald and @BHnewsguild.

Confidential tips: JessDeLeon@protonmail.com",FALSE,"008338532a26abed",0,1,2,1,0,2840,1467,31062,82
"165","@JDeleon1012 @bradentonherald @RCCallihan Your turn will come...","1029396675490734081","everyone",2018-08-14 15:57:47,"en",FALSE,"265559945","1029389499862867968","394878948","Bradenton, Florida","tompkinscondie","https://t.co/XG5wZPllJ4","Tiffany Tompkins","2011-10-20T19:32:36.000Z",TRUE,NA,"https://pbs.twimg.com/profile_images/1131652772372320256/4lDDbGRR_normal.png","Visual Lead/Photojournalist at the Bradenton Herald, a McClatchy newspaper in Florida. CrossFit nut.",FALSE,NA,0,1,0,0,0,2347,2806,9736,60
"166","@tompkinscondie @bradentonherald @RCCallihan I got three turns last week ... my nose, throat and taste buds can remember quite clearly.","1029397318280404993","everyone",2018-08-14 16:00:20,"en",FALSE,"394878948","1029389499862867968","265559945","Bradenton, FL","JDeleon1012","https://t.co/CRohX622QC","Jessica De Leon","2011-03-13T19:24:39.000Z",TRUE,"1612861489475457029","https://pbs.twimg.com/profile_images/1613951615102324757/ES0hXmN3_normal.jpg","Investigative multi-media journalist at @abcactionnews.

Formerly @BradentonHerald and @BHnewsguild.

Confidential tips: JessDeLeon@protonmail.com",FALSE,"008338532a26abed",0,1,0,0,0,2840,1467,31062,82
"167","@JDeleon1012 @bradentonherald @RCCallihan I got ALL the turns.","1029397449864097794","everyone",2018-08-14 16:00:51,"en",FALSE,"265559945","1029389499862867968","394878948","Bradenton, Florida","tompkinscondie","https://t.co/XG5wZPllJ4","Tiffany Tompkins","2011-10-20T19:32:36.000Z",TRUE,NA,"https://pbs.twimg.com/profile_images/1131652772372320256/4lDDbGRR_normal.png","Visual Lead/Photojournalist at the Bradenton Herald, a McClatchy newspaper in Florida. CrossFit nut.",FALSE,NA,0,1,1,0,0,2347,2806,9736,60
"168","@tompkinscondie @bradentonherald @RCCallihan That's what this is really about, and of course that you miss working with me!","1029397898524610560","everyone",2018-08-14 16:02:38,"en",FALSE,"394878948","1029389499862867968","265559945","Bradenton, FL","JDeleon1012","https://t.co/CRohX622QC","Jessica De Leon","2011-03-13T19:24:39.000Z",TRUE,"1612861489475457029","https://pbs.twimg.com/profile_images/1613951615102324757/ES0hXmN3_normal.jpg","Investigative multi-media journalist at @abcactionnews.

Formerly @BradentonHerald and @BHnewsguild.

Confidential tips: JessDeLeon@protonmail.com",FALSE,"008338532a26abed",0,0,0,0,0,2840,1467,31062,82
"169","@elonmusk want to be a Pioneer and hero find a way to suck out this #RedTide","1029412824206987267","everyone",2018-08-14 17:01:57,"en",FALSE,"44196397","1029412824206987267","2924063531","FL","KathleenLong","https://t.co/CGcqdKFH9p","KLONG","2014-12-16T01:43:59.000Z",FALSE,"1253508562321641472","https://pbs.twimg.com/profile_images/1253505095993622528/RyzqeJXb_normal.jpg","#KAG Women for Trump Native NY'er #ProLife #MAGA2020 #Red wave #Family #standwithIsrael ✝ my family served #LivePDNation",FALSE,"0064b4f401ced97c",0,0,0,0,0,418,977,18152,6
"170","@realDonaldTrump let’s stop 🛑 the #RedTide collaboration with @elonmusk to suck the algae.","1029413267884658688","everyone",2018-08-14 17:03:43,"en",FALSE,"25073877","1029413267884658688","2924063531","FL","KathleenLong","https://t.co/CGcqdKFH9p","KLONG","2014-12-16T01:43:59.000Z",FALSE,"1253508562321641472","https://pbs.twimg.com/profile_images/1253505095993622528/RyzqeJXb_normal.jpg","#KAG Women for Trump Native NY'er #ProLife #MAGA2020 #Red wave #Family #standwithIsrael ✝ my family served #LivePDNation",FALSE,"0064b4f401ced97c",0,0,0,0,0,418,977,18152,6
